Cell Name	Cluster number	cluster_label	sample_detail	sample	cell_id	CD8_cluster	patient	response
A12_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	A12_P8_M63-B1	CD8_B	P7	R
A2_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	A2_P6_M63-B1	CD8_B	P7	R
A2_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	A2_P8_M63-B1	CD8_B	P7	R
A2_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	A2_P9_M63-B1	CD8_B	P7	R
A3_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	A3_P7_M63-B1	CD8_G	P7	R
A3_P8_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	A3_P8_M63-B1	CD8_B	P7	R
A4_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	A4_P6_M63-B1	CD8_B	P7	R
A4_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	A4_P7_M63-B1	CD8_G	P7	R
A4_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	A4_P8_M63-B1	CD8_B	P7	R
A5_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	A5_P6_M63-B1	CD8_B	P7	R
A5_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	A5_P8_M63-B1	CD8_B	P7	R
A6_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	A6_P7_M63-B1	CD8_G	P7	R
A7_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	A7_P9_M63-B1	CD8_G	P7	R
A9_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	A9_P6_M63-B1	CD8_B	P7	R
A9_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	A9_P9_M63-B1	CD8_G	P7	R
B12_P8_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	B12_P8_M63-B1	CD8_G	P7	R
B12_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	B12_P9_M63-B1	CD8_B	P7	R
B1_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	B1_P7_M63-B1	CD8_G	P7	R
B1_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	B1_P9_M63-B1	CD8_B	P7	R
B2_P8_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	B2_P8_M63-B1	CD8_G	P7	R
B3_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	B3_P6_M63-B1	CD8_B	P7	R
B4_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	B4_P6_M63-B1	CD8_G	P7	R
B4_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	B4_P8_M63-B1	CD8_B	P7	R
B4_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	B4_P9_M63-B1	CD8_B	P7	R
B5_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	B5_P6_M63-B1	CD8_B	P7	R
B6_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	B6_P8_M63-B1	CD8_B	P7	R
B6_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	B6_P9_M63-B1	CD8_G	P7	R
B7_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	B7_P9_M63-B1	CD8_B	P7	R
B8_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	B8_P8_M63-B1	CD8_B	P7	R
B9_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	B9_P7_M63-B1	CD8_G	P7	R
C10_P7_M63-B1	9	Exhausted_HS_CD8T	Post_P7	Post_P7	C10_P7_M63-B1	CD8_B	P7	R
C11_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	C11_P6_M63-B1	CD8_B	P7	R
C12_P7_M63-B1	9	Exhausted_HS_CD8T	Post_P7	Post_P7	C12_P7_M63-B1	CD8_B	P7	R
C12_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	C12_P9_M63-B1	CD8_G	P7	R
C2_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	C2_P8_M63-B1	CD8_B	P7	R
C3_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	C3_P9_M63-B1	CD8_B	P7	R
C5_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	C5_P6_M63-B1	CD8_G	P7	R
C5_P7_M63-B1	9	Exhausted_HS_CD8T	Post_P7	Post_P7	C5_P7_M63-B1	CD8_B	P7	R
C5_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	C5_P9_M63-B1	CD8_B	P7	R
C6_P6_M63-B1	11	Lymphocytes_cell_cycle	Post_P7	Post_P7	C6_P6_M63-B1	CD8_B	P7	R
C6_P7_M63-B1	9	Exhausted_HS_CD8T	Post_P7	Post_P7	C6_P7_M63-B1	CD8_G	P7	R
C6_P8_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	C6_P8_M63-B1	CD8_G	P7	R
C7_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	C7_P8_M63-B1	CD8_B	P7	R
C8_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	C8_P8_M63-B1	CD8_B	P7	R
C9_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	C9_P6_M63-B1	CD8_G	P7	R
D10_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D10_P9_M63-B1	CD8_G	P7	R
D11_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D11_P6_M63-B1	CD8_G	P7	R
D11_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D11_P9_M63-B1	CD8_G	P7	R
D12_P8_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D12_P8_M63-B1	CD8_G	P7	R
D12_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D12_P9_M63-B1	CD8_G	P7	R
D1_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	D1_P8_M63-B1	CD8_B	P7	R
D1_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	D1_P9_M63-B1	CD8_B	P7	R
D2_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D2_P6_M63-B1	CD8_B	P7	R
D3_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	D3_P9_M63-B1	CD8_B	P7	R
D4_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D4_P7_M63-B1	CD8_G	P7	R
D5_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	D5_P9_M63-B1	CD8_B	P7	R
D6_P8_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D6_P8_M63-B1	CD8_B	P7	R
D6_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D6_P9_M63-B1	CD8_G	P7	R
D7_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D7_P6_M63-B1	CD8_G	P7	R
D8_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D8_P7_M63-B1	CD8_G	P7	R
D8_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	D8_P9_M63-B1	CD8_B	P7	R
D9_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	D9_P6_M63-B1	CD8_G	P7	R
E10_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	E10_P6_M63-B1	CD8_B	P7	R
E10_P8_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	E10_P8_M63-B1	CD8_G	P7	R
E10_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	E10_P9_M63-B1	CD8_B	P7	R
E12_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	E12_P6_M63-B1	CD8_G	P7	R
E12_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	E12_P8_M63-B1	CD8_B	P7	R
E1_P7_M63-B1	9	Exhausted_HS_CD8T	Post_P7	Post_P7	E1_P7_M63-B1	CD8_B	P7	R
E1_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	E1_P8_M63-B1	CD8_G	P7	R
E2_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	E2_P6_M63-B1	CD8_B	P7	R
E4_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	E4_P6_M63-B1	CD8_B	P7	R
E4_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	E4_P7_M63-B1	CD8_G	P7	R
E5_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	E5_P8_M63-B1	CD8_G	P7	R
E5_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	E5_P9_M63-B1	CD8_G	P7	R
E6_P7_M63-B1	10	memory_T	Post_P7	Post_P7	E6_P7_M63-B1	CD8_G	P7	R
E6_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	E6_P9_M63-B1	CD8_B	P7	R
E7_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	E7_P6_M63-B1	CD8_G	P7	R
E7_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	E7_P8_M63-B1	CD8_G	P7	R
E8_P7_M63-B1	9	Exhausted_HS_CD8T	Post_P7	Post_P7	E8_P7_M63-B1	CD8_B	P7	R
F10_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	F10_P9_M63-B1	CD8_G	P7	R
F11_P8_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	F11_P8_M63-B1	CD8_G	P7	R
F11_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	F11_P9_M63-B1	CD8_B	P7	R
F12_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	F12_P6_M63-B1	CD8_B	P7	R
F12_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	F12_P9_M63-B1	CD8_B	P7	R
F1_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	F1_P6_M63-B1	CD8_G	P7	R
F1_P8_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	F1_P8_M63-B1	CD8_G	P7	R
F2_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	F2_P6_M63-B1	CD8_B	P7	R
F2_P7_M63-B1	11	Lymphocytes_cell_cycle	Post_P7	Post_P7	F2_P7_M63-B1	CD8_B	P7	R
F2_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	F2_P8_M63-B1	CD8_B	P7	R
F3_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	F3_P9_M63-B1	CD8_G	P7	R
F4_P7_M63-B1	11	Lymphocytes_cell_cycle	Post_P7	Post_P7	F4_P7_M63-B1	CD8_B	P7	R
F4_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	F4_P9_M63-B1	CD8_G	P7	R
F5_P7_M63-B1	9	Exhausted_HS_CD8T	Post_P7	Post_P7	F5_P7_M63-B1	CD8_B	P7	R
F6_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	F6_P6_M63-B1	CD8_B	P7	R
F7_P9_M63-B1	11	Lymphocytes_cell_cycle	Post_P7	Post_P7	F7_P9_M63-B1	CD8_B	P7	R
F8_P6_M63-B1	10	memory_T	Post_P7	Post_P7	F8_P6_M63-B1	CD8_G	P7	R
F9_P8_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	F9_P8_M63-B1	CD8_B	P7	R
G10_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	G10_P9_M63-B1	CD8_B	P7	R
G11_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	G11_P9_M63-B1	CD8_B	P7	R
G12_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	G12_P6_M63-B1	CD8_B	P7	R
G12_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	G12_P9_M63-B1	CD8_B	P7	R
G1_P8_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	G1_P8_M63-B1	CD8_B	P7	R
G2_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	G2_P7_M63-B1	CD8_G	P7	R
G4_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	G4_P6_M63-B1	CD8_G	P7	R
G5_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	G5_P6_M63-B1	CD8_B	P7	R
G8_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	G8_P7_M63-B1	CD8_G	P7	R
G8_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	G8_P9_M63-B1	CD8_G	P7	R
G9_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	G9_P6_M63-B1	CD8_B	P7	R
H10_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	H10_P6_M63-B1	CD8_B	P7	R
H10_P7_M63-B1	9	Exhausted_HS_CD8T	Post_P7	Post_P7	H10_P7_M63-B1	CD8_G	P7	R
H10_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	H10_P9_M63-B1	CD8_G	P7	R
H11_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	H11_P6_M63-B1	CD8_G	P7	R
H12_P6_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	H12_P6_M63-B1	CD8_B	P7	R
H1_P7_M63-B1	11	Lymphocytes_cell_cycle	Post_P7	Post_P7	H1_P7_M63-B1	CD8_B	P7	R
H4_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	H4_P9_M63-B1	CD8_B	P7	R
H6_P6_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	H6_P6_M63-B1	CD8_B	P7	R
H6_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	H6_P9_M63-B1	CD8_G	P7	R
H7_P7_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	H7_P7_M63-B1	CD8_G	P7	R
H7_P9_M63-B1	6	Exhausted_CD8T	Post_P7	Post_P7	H7_P9_M63-B1	CD8_B	P7	R
H8_P7_M63-B1	9	Exhausted_HS_CD8T	Post_P7	Post_P7	H8_P7_M63-B1	CD8_G	P7	R
H8_P9_M63-B1	8	Cytotoxicity	Post_P7	Post_P7	H8_P9_M63-B1	CD8_B	P7	R
A11_P2_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	A11_P2_MMD4_L001	CD8_G	P8	R
A3_P5_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	A3_P5_MMD4_L001	CD8_G	P8	R
A5_P2_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	A5_P2_MMD4_L001	CD8_G	P8	R
A5_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	A5_P3_MMD4_L001	CD8_G	P8	R
A5_P5_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	A5_P5_MMD4_L001	CD8_G	P8	R
A6_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	A6_P3_MMD4_L001	CD8_G	P8	R
A8_P2_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	A8_P2_MMD4_L001	CD8_G	P8	R
A8_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	A8_P3_MMD4_L001	CD8_G	P8	R
A8_P5_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	A8_P5_MMD4_L001	CD8_G	P8	R
A9_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	A9_P3_MMD4_L001	CD8_G	P8	R
B10_P2_MMD4_L001	5	Lymphocytes	Pre_P8	Pre_P8	B10_P2_MMD4_L001	CD8_G	P8	R
B11_P4_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	B11_P4_MMD4_L001	CD8_G	P8	R
B11_P5_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	B11_P5_MMD4_L001	CD8_G	P8	R
B1_P4_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	B1_P4_MMD4_L001	CD8_G	P8	R
B8_P2_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	B8_P2_MMD4_L001	CD8_G	P8	R
B8_P5_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	B8_P5_MMD4_L001	CD8_G	P8	R
B9_P2_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	B9_P2_MMD4_L001	CD8_G	P8	R
C10_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	C10_P3_MMD4_L001	CD8_G	P8	R
C10_P5_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	C10_P5_MMD4_L001	CD8_G	P8	R
C1_P2_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	C1_P2_MMD4_L001	CD8_G	P8	R
C1_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	C1_P3_MMD4_L001	CD8_G	P8	R
C2_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	C2_P4_MMD4_L001	CD8_G	P8	R
C4_P2_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	C4_P2_MMD4_L001	CD8_G	P8	R
C4_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	C4_P3_MMD4_L001	CD8_G	P8	R
C7_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	C7_P3_MMD4_L001	CD8_G	P8	R
C7_P5_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	C7_P5_MMD4_L001	CD8_G	P8	R
C8_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	C8_P3_MMD4_L001	CD8_G	P8	R
C9_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	C9_P3_MMD4_L001	CD8_G	P8	R
C9_P4_MMD4_L001	11	Lymphocytes_cell_cycle	Pre_P8	Pre_P8	C9_P4_MMD4_L001	CD8_B	P8	R
D10_P2_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	D10_P2_MMD4_L001	CD8_G	P8	R
D10_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	D10_P3_MMD4_L001	CD8_G	P8	R
D11_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	D11_P4_MMD4_L001	CD8_G	P8	R
D3_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	D3_P4_MMD4_L001	CD8_G	P8	R
D4_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	D4_P3_MMD4_L001	CD8_G	P8	R
D6_P4_MMD4_L001	9	Exhausted_HS_CD8T	Pre_P8	Pre_P8	D6_P4_MMD4_L001	CD8_B	P8	R
D7_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	D7_P3_MMD4_L001	CD8_G	P8	R
D8_P2_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	D8_P2_MMD4_L001	CD8_G	P8	R
D8_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	D8_P3_MMD4_L001	CD8_G	P8	R
D9_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	D9_P4_MMD4_L001	CD8_G	P8	R
E10_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	E10_P3_MMD4_L001	CD8_G	P8	R
E10_P4_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	E10_P4_MMD4_L001	CD8_G	P8	R
E11_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	E11_P3_MMD4_L001	CD8_G	P8	R
E11_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	E11_P4_MMD4_L001	CD8_G	P8	R
E1_P4_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	E1_P4_MMD4_L001	CD8_G	P8	R
E4_P4_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	E4_P4_MMD4_L001	CD8_G	P8	R
E5_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	E5_P3_MMD4_L001	CD8_G	P8	R
E5_P5_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	E5_P5_MMD4_L001	CD8_G	P8	R
E6_P2_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	E6_P2_MMD4_L001	CD8_G	P8	R
E8_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	E8_P4_MMD4_L001	CD8_G	P8	R
E9_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	E9_P3_MMD4_L001	CD8_G	P8	R
F10_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	F10_P4_MMD4_L001	CD8_G	P8	R
F12_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	F12_P3_MMD4_L001	CD8_G	P8	R
F12_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	F12_P4_MMD4_L001	CD8_G	P8	R
F1_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	F1_P4_MMD4_L001	CD8_G	P8	R
F2_P3_MMD4_L001	1	B_cells	Pre_P8	Pre_P8	F2_P3_MMD4_L001	CD8_G	P8	R
F3_P3_MMD4_L001	9	Exhausted_HS_CD8T	Pre_P8	Pre_P8	F3_P3_MMD4_L001	CD8_G	P8	R
F3_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	F3_P4_MMD4_L001	CD8_G	P8	R
F6_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	F6_P3_MMD4_L001	CD8_G	P8	R
F7_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	F7_P3_MMD4_L001	CD8_G	P8	R
G10_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	G10_P4_MMD4_L001	CD8_B	P8	R
G10_P5_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	G10_P5_MMD4_L001	CD8_G	P8	R
G11_P2_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	G11_P2_MMD4_L001	CD8_G	P8	R
G11_P4_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	G11_P4_MMD4_L001	CD8_G	P8	R
G12_P4_MMD4_L001	9	Exhausted_HS_CD8T	Pre_P8	Pre_P8	G12_P4_MMD4_L001	CD8_B	P8	R
G1_P2_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	G1_P2_MMD4_L001	CD8_G	P8	R
G1_P4_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	G1_P4_MMD4_L001	CD8_G	P8	R
G3_P5_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	G3_P5_MMD4_L001	CD8_G	P8	R
G4_P3_MMD4_L001	6	Exhausted_CD8T	Pre_P8	Pre_P8	G4_P3_MMD4_L001	CD8_B	P8	R
G5_P3_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	G5_P3_MMD4_L001	CD8_G	P8	R
G5_P5_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	G5_P5_MMD4_L001	CD8_G	P8	R
G6_P4_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	G6_P4_MMD4_L001	CD8_G	P8	R
G6_P5_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	G6_P5_MMD4_L001	CD8_G	P8	R
G7_P3_MMD4_L001	6	Exhausted_CD8T	Pre_P8	Pre_P8	G7_P3_MMD4_L001	CD8_B	P8	R
G7_P5_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	G7_P5_MMD4_L001	CD8_G	P8	R
H10_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	H10_P3_MMD4_L001	CD8_G	P8	R
H10_P5_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	H10_P5_MMD4_L001	CD8_G	P8	R
H11_P2_MMD4_L001	11	Lymphocytes_cell_cycle	Pre_P8	Pre_P8	H11_P2_MMD4_L001	CD8_B	P8	R
H12_P4_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	H12_P4_MMD4_L001	CD8_G	P8	R
H1_P4_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	H1_P4_MMD4_L001	CD8_G	P8	R
H1_P5_MMD4_L001	6	Exhausted_CD8T	Pre_P8	Pre_P8	H1_P5_MMD4_L001	CD8_B	P8	R
H2_P3_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	H2_P3_MMD4_L001	CD8_G	P8	R
H7_P5_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	H7_P5_MMD4_L001	CD8_G	P8	R
H9_P2_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	H9_P2_MMD4_L001	CD8_G	P8	R
A10_P6_MMD4_L001	6	Exhausted_CD8T	Pre_P8	Pre_P8	A10_P6_MMD4_L001	CD8_B	P8	R
C8_P6_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	C8_P6_MMD4_L001	CD8_G	P8	R
D10_P6_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	D10_P6_MMD4_L001	CD8_G	P8	R
F10_P6_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	F10_P6_MMD4_L001	CD8_G	P8	R
F11_P6_MMD4_L001	6	Exhausted_CD8T	Pre_P8	Pre_P8	F11_P6_MMD4_L001	CD8_B	P8	R
F4_P6_MMD4_L001	10	memory_T	Pre_P8	Pre_P8	F4_P6_MMD4_L001	CD8_G	P8	R
G12_P6_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	G12_P6_MMD4_L001	CD8_B	P8	R
H1_P6_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	H1_P6_MMD4_L001	CD8_B	P8	R
H3_P6_MMD4_L001	6	Exhausted_CD8T	Pre_P8	Pre_P8	H3_P6_MMD4_L001	CD8_B	P8	R
H4_P6_MMD4_L001	8	Cytotoxicity	Pre_P8	Pre_P8	H4_P6_MMD4_L001	CD8_B	P8	R
H5_P6_MMD4_L001	11	Lymphocytes_cell_cycle	Pre_P8	Pre_P8	H5_P6_MMD4_L001	CD8_B	P8	R
H9_P6_MMD4_L001	11	Lymphocytes_cell_cycle	Pre_P8	Pre_P8	H9_P6_MMD4_L001	CD8_B	P8	R
A10_P3_MMD5_L001	6	Exhausted_CD8T	Post_P8	Post_P8	A10_P3_MMD5_L001	CD8_B	P8	R
A11_P11_MMD5_L001	5	Lymphocytes	Post_P8	Post_P8	A11_P11_MMD5_L001	CD8_G	P8	R
A12_P3_MMD5_L001	6	Exhausted_CD8T	Post_P8	Post_P8	A12_P3_MMD5_L001	CD8_B	P8	R
A2_P11_MMD5_L001	5	Lymphocytes	Post_P8	Post_P8	A2_P11_MMD5_L001	CD8_G	P8	R
A3_P11_MMD5_L001	5	Lymphocytes	Post_P8	Post_P8	A3_P11_MMD5_L001	CD8_G	P8	R
A4_P9_MMD5_L001	9	Exhausted_HS_CD8T	Post_P8	Post_P8	A4_P9_MMD5_L001	CD8_G	P8	R
A5_P10_MMD5_L001	5	Lymphocytes	Post_P8	Post_P8	A5_P10_MMD5_L001	CD8_G	P8	R
A5_P11_MMD5_L001	5	Lymphocytes	Post_P8	Post_P8	A5_P11_MMD5_L001	CD8_G	P8	R
A6_P9_MMD5_L001	9	Exhausted_HS_CD8T	Post_P8	Post_P8	A6_P9_MMD5_L001	CD8_G	P8	R
A7_P10_MMD5_L001	9	Exhausted_HS_CD8T	Post_P8	Post_P8	A7_P10_MMD5_L001	CD8_G	P8	R
A7_P11_MMD5_L001	5	Lymphocytes	Post_P8	Post_P8	A7_P11_MMD5_L001	CD8_G	P8	R
A8_P3_MMD5_L001	6	Exhausted_CD8T	Post_P8	Post_P8	A8_P3_MMD5_L001	CD8_B	P8	R
